라하, 180, 43
하사, 182, 79
아가, 149, 90
라사, 186, 43
차차, 199, 89
라라, 179, 83
바차, 188, 43
아라, 192, 95
나자, 187, 54
마하, 184, 65
마다, 179, 41
바가, 187, 79
마가, 155, 49
라가, 198, 84
차아, 161, 57
나가, 191, 50
파타, 176, 88
파다, 156, 60
가바, 158, 55
차카, 145, 65
나자, 157, 76
가다, 154, 83
차파, 159, 96
바가, 167, 68
가사, 148, 78
사마, 165, 94
파파, 178, 73
차다, 184, 99
차마, 191, 45
바라, 144, 92
자사, 191, 42
마차, 153, 72
바차, 177, 54
가바, 191, 58
가하, 146, 98
바아, 186, 88
바자, 193, 84
카가, 182, 91
하가, 161, 62
차가, 168, 56
가자, 143, 67
하마, 175, 87
차라, 194, 89
마라, 148, 55
파하, 149, 55
라카, 141, 60
카카, 194, 76
가라, 152, 99
바바, 188, 83
차나, 157, 83
아차, 156, 50
자자, 152, 45
타사, 179, 60
타가, 141, 72
자타, 171, 80
타차, 151, 84
파하, 177, 75
나자, 184, 52
자가, 140, 96
하바, 150, 47
가나, 167, 97
카마, 186, 85
다나, 180, 92
차아, 157, 40
사아, 182, 58
아다, 175, 63
마바, 178, 60
카차, 168, 95
하나, 188, 73
다사, 161, 72
나사, 172, 53
마사, 142, 40
타타, 164, 88
타사, 171, 68
하아, 173, 77
바차, 144, 98
자라, 172, 66
차라, 181, 48
차차, 185, 89
가아, 149, 73
하카, 161, 40
다아, 191, 66
타자, 165, 70
자타, 160, 48
자파, 198, 60
라하, 162, 67
타라, 194, 79
바사, 180, 58
아자, 143, 55
자다, 142, 40
가바, 152, 55
타카, 147, 68
파나, 172, 54
차라, 183, 53
자차, 169, 66
가파, 158, 45
나사, 168, 83
하자, 186, 77
가가, 179, 98
바바, 186, 97
가가, 184, 58
아하, 157, 45
카가, 142, 76
자사, 155, 86
차아, 170, 40
카바, 180, 70
자파, 140, 76
나카, 181, 54
라하, 166, 96
바가, 199, 62
다타, 179, 86
가자, 146, 90
바가, 159, 96
카하, 175, 84
타타, 184, 76
바라, 158, 41
다마, 195, 93
사나, 155, 93
자아, 192, 62
가파, 147, 76
나하, 163, 56
바가, 193, 66
라자, 156, 81
다파, 190, 65
가차, 170, 52
자사, 192, 56
가라, 158, 71
카차, 149, 46
타가, 182, 93
타타, 154, 60
자타, 179, 69
라하, 183, 99
가마, 153, 76
자아, 194, 73
하하, 177, 88
라바, 183, 73
카자, 171, 89
나라, 199, 92
나라, 167, 85
타라, 154, 76
차타, 190, 51
하나, 176, 84
자라, 191, 63
아사, 153, 98
바사, 155, 79
자파, 194, 40
가마, 169, 89
하아, 171, 55
라가, 186, 58
카파, 167, 90
파하, 174, 94
가바, 156, 92
마차, 159, 54
아나, 185, 68
나마, 199, 97
마가, 161, 71
타파, 163, 60
사사, 171, 59
자타, 143, 62
파차, 197, 97
하나, 199, 47
사하, 155, 79
타카, 160, 82
나가, 154, 44
하차, 146, 58
아차, 158, 46
사바, 182, 97
가가, 191, 81
사다, 181, 41
바자, 176, 83
마자, 179, 69
사가, 192, 71
자라, 157, 43
다바, 172, 40
다나, 173, 59
하다, 140, 41
타카, 175, 60
바카, 160, 85
다마, 154, 84
마카, 168, 80
바사, 181, 96
라아, 141, 65
아다, 147, 82
사라, 183, 69
가사, 171, 44
파하, 189, 59
사아, 193, 51
가다, 165, 40
다다, 144, 45
타하, 150, 66
사카, 189, 63
아파, 159, 97
사파, 140, 40
나바, 169, 43
마자, 169, 50
가차, 184, 94
차가, 183, 69
파다, 142, 72
차아, 190, 57
카바, 167, 82
바타, 176, 51
파하, 175, 49
카카, 179, 77
타라, 176, 44
바카, 166, 91
마마, 192, 77
차타, 146, 61
차카, 145, 60
파라, 180, 62
나다, 197, 55
바타, 176, 81
사차, 157, 62
다자, 193, 72
다하, 189, 72
자타, 193, 48
바바, 145, 45
자나, 197, 59
아가, 187, 63
카가, 141, 94
사나, 140, 67
차하, 140, 95
바라, 168, 82
나사, 157, 75
아마, 159, 78
타카, 153, 93
마하, 178, 43
마마, 198, 92
파사, 199, 59
사카, 188, 54
사아, 191, 89
라타, 194, 72
파나, 170, 40
카나, 189, 82
사차, 194, 56
카파, 194, 95
라나, 147, 60
카자, 162, 69
사하, 142, 87
다차, 166, 98
카차, 156, 45
사타, 180, 89
카아, 158, 76
나가, 149, 90
바바, 149, 85
라다, 148, 53
타나, 193, 51
나카, 198, 47
바자, 144, 57
하바, 156, 80
아가, 155, 43
아카, 164, 42
나파, 171, 98
차차, 142, 70
가자, 140, 42
하나, 151, 44
가가, 158, 45
나파, 153, 88
라나, 155, 87
아차, 176, 41
가사, 162, 54
사라, 199, 57
파하, 175, 53
타타, 142, 45
나카, 163, 62
나하, 163, 57
차나, 173, 93
다아, 167, 59
사차, 175, 51
파다, 195, 66
사타, 185, 79
사자, 180, 70
마하, 141, 90
카마, 191, 44
마바, 183, 51
마라, 187, 58
마파, 161, 92
가차, 166, 81
하하, 162, 90
나사, 171, 49
다아, 188, 51
하다, 149, 77
바바, 192, 99
차바, 196, 44
타다, 160, 99
바마, 154, 93
바카, 181, 97
차사, 149, 57
다사, 153, 88
가사, 174, 41
마마, 148, 86
타라, 198, 74
바차, 142, 65
바자, 195, 42
라자, 156, 79
사차, 199, 46
다다, 152, 52
자사, 187, 98
아마, 140, 81
가차, 161, 77
나바, 182, 72
아라, 156, 40
라가, 181, 59
다바, 142, 70
마카, 179, 96
타라, 165, 99
아사, 199, 57
다자, 187, 78
라나, 182, 52
차마, 141, 64
카자, 151, 82
바하, 186, 85
바나, 156, 79
다바, 177, 93
자바, 149, 49
라하, 184, 41
파파, 170, 49
바파, 169, 60
아나, 180, 92
라카, 175, 41
마카, 182, 88
가파, 141, 40
차라, 192, 40
자나, 168, 73
차가, 151, 65
타다, 164, 74
자자, 193, 45
타가, 161, 90
라하, 171, 90
라나, 165, 42
사차, 141, 44
타하, 157, 42
마카, 191, 91
가바, 192, 89
하바, 171, 70
사나, 145, 95
사타, 170, 43
다마, 140, 44
차사, 187, 90
타사, 195, 55
하바, 167, 55
아아, 170, 82
아라, 182, 91
카차, 179, 79
파타, 194, 82
파자, 180, 60
바자, 190, 60
아자, 179, 71
다아, 173, 80
사차, 191, 45
가아, 144, 54
마아, 185, 84
차마, 168, 42
파차, 194, 75
가사, 165, 81
다다, 161, 63
하파, 174, 80
파사, 186, 93
사바, 172, 91
바나, 198, 65
다가, 194, 70
바다, 190, 86
바라, 142, 56
카사, 187, 98
마파, 192, 45
마사, 189, 67
사자, 190, 50
사자, 160, 94
라바, 162, 67
바사, 169, 92
파자, 178, 97
카나, 195, 45
카자, 144, 76
가가, 145, 99
나가, 193, 93
라아, 181, 67
마라, 171, 65
자마, 161, 53
라자, 142, 47
다하, 182, 79
파사, 175, 95
다하, 158, 95
다파, 170, 56
나하, 169, 48
바마, 160, 74
라마, 191, 64
하나, 175, 85
아가, 160, 86
하다, 168, 74
바파, 143, 72
타나, 196, 82
자자, 172, 92
라타, 146, 52
다가, 196, 74
자차, 156, 97
카다, 140, 71
마아, 192, 92
가카, 149, 57
가라, 146, 63
바카, 192, 66
파아, 173, 96
아바, 169, 97
마아, 181, 51
파차, 175, 96
파사, 161, 89
자하, 176, 66
파자, 164, 48
자바, 182, 91
가타, 192, 78
바다, 141, 91
바나, 166, 62
나마, 140, 87
바사, 199, 81
나가, 174, 80
다자, 171, 71
자파, 167, 66
마아, 159, 57
라자, 149, 83
하가, 195, 63
가마, 158, 45
차나, 141, 85
하라, 188, 56
마사, 159, 95
타카, 146, 93
다파, 197, 81
마마, 150, 69
나바, 140, 68
가아, 180, 68
하나, 165, 58
파차, 151, 64
바카, 188, 83
파타, 148, 78
사자, 189, 62
마나, 190, 96
타파, 148, 56
나다, 145, 95
하라, 166, 80
가사, 153, 79
차아, 185, 41
가차, 174, 88
다마, 167, 41
파카, 142, 55
바다, 162, 98
나라, 192, 70
하자, 159, 50
라파, 156, 61
아파, 140, 50
다카, 149, 86
파다, 145, 61
차파, 177, 76
아마, 154, 40
하다, 155, 43
나마, 184, 64
나사, 161, 70
하차, 171, 61
자카, 162, 40
다가, 151, 57
가카, 156, 56
차사, 150, 58
라파, 176, 96
파가, 158, 45
카차, 159, 57
차타, 171, 96
아마, 189, 80
차파, 157, 81
하바, 160, 95
마바, 163, 74
마자, 193, 82
타사, 157, 49
나가, 187, 92
아마, 182, 63
하파, 177, 51
나바, 153, 90
차마, 157, 42
다사, 177, 80
가나, 172, 40
나바, 158, 54
자타, 184, 49
파차, 195, 57
하타, 150, 43
나사, 151, 63
다차, 180, 64
하나, 145, 64
다마, 151, 64
라타, 192, 54
다가, 191, 62
사라, 170, 91
마다, 146, 46
가차, 164, 79
차아, 185, 87
가아, 177, 80
차아, 196, 71
나카, 170, 76
하라, 172, 69
파나, 158, 74
타차, 180, 71
라자, 167, 88
다파, 197, 75
라다, 185, 82
라타, 166, 93
자라, 178, 45
가차, 142, 81
다하, 166, 69
다라, 196, 45
카마, 180, 81
다카, 160, 98
아라, 142, 91
하마, 157, 82
바아, 168, 87
가사, 153, 61
타나, 173, 71
가하, 193, 74
바나, 173, 82
타파, 147, 54
가라, 177, 75
아다, 166, 92
라마, 171, 68
마라, 186, 50
나바, 158, 60
가하, 185, 65
타파, 185, 63
마자, 186, 42
마다, 198, 48
다하, 185, 83
아라, 172, 75
카자, 163, 93
라나, 158, 58
바사, 196, 98
바자, 169, 49
아가, 191, 69
아나, 162, 83
차하, 166, 67
다자, 158, 78
파가, 161, 94
바자, 155, 53
아자, 197, 72
타다, 191, 84
다아, 184, 56
다파, 162, 98
카아, 154, 42
마다, 178, 62
바파, 179, 74
사파, 162, 59
자가, 179, 72
라자, 196, 47
자다, 168, 54
마바, 171, 79
가차, 160, 73
나아, 195, 44
바차, 153, 96
바파, 149, 87
차마, 159, 92
타다, 164, 52
자가, 148, 89
하파, 179, 79
아카, 143, 85
가가, 143, 87
차카, 195, 98
자아, 195, 42
타차, 161, 59
하바, 191, 65
마타, 195, 68
가다, 197, 71
타하, 144, 71
파타, 182, 76
하타, 145, 43
타아, 155, 84
카가, 181, 95
아자, 180, 43
차파, 195, 57
차가, 161, 88
라하, 188, 99
마마, 183, 98
차가, 150, 71
사타, 154, 72
가카, 187, 57
가마, 154, 64
가다, 146, 60
마차, 196, 45
카카, 179, 45
카파, 187, 65
다가, 173, 89
파라, 170, 95
차사, 190, 62
바마, 150, 62
다아, 191, 47
라자, 147, 43
다차, 189, 64
다차, 153, 44
마나, 169, 86
타아, 140, 88
가다, 184, 95
사라, 144, 98
바아, 169, 90
자아, 180, 91
차파, 172, 64
다나, 151, 71
하아, 147, 44
자파, 149, 81
자가, 157, 67
다자, 146, 95
카사, 169, 93
아하, 142, 98
라차, 192, 99
타카, 176, 73
파타, 182, 47
마다, 148, 91
라다, 148, 82
파차, 173, 93
가차, 172, 71
파다, 199, 60
하라, 186, 95
파바, 195, 97
다파, 187, 41
차차, 142, 56
다나, 152, 73
차파, 190, 76
가라, 184, 40
차아, 172, 56
가바, 180, 65
자아, 153, 60
가사, 193, 77
가카, 165, 84
카가, 142, 84
아차, 146, 44
사마, 151, 46
하마, 188, 56
마나, 166, 88
바가, 179, 67
파카, 188, 81
사마, 179, 63
차사, 170, 91
카하, 146, 76
카바, 197, 68
가바, 192, 73
다아, 199, 52
카라, 186, 66
아카, 152, 71
차자, 188, 52
카라, 168, 65
가타, 167, 42
라마, 155, 96
사다, 161, 71
다파, 168, 50
자다, 166, 72
마차, 169, 58
파마, 159, 99
파하, 190, 49
가마, 175, 74
차나, 174, 49
아라, 153, 86
사마, 160, 69
파나, 155, 80
라라, 186, 93
하카, 197, 52
바파, 151, 79
아자, 171, 50
마차, 160, 74
하아, 172, 72
파차, 153, 97
아바, 155, 77
자사, 199, 98
아라, 169, 68
자다, 169, 70
다나, 180, 64
나나, 153, 95
차다, 194, 74
사아, 163, 64
파나, 156, 82
사차, 142, 48
카타, 180, 75
사자, 171, 74
나가, 181, 42
다바, 173, 60
차타, 147, 94
마타, 196, 83
다파, 147, 51
가카, 195, 74
사자, 178, 54
아라, 161, 79
가타, 194, 77
라마, 187, 65
타바, 172, 70
바차, 172, 90
바자, 161, 99
